00NAMA,Aberffraw
"00QEMJ","Jedburgh and District"
"00QEMK","Hawick and Denholm"
"00QEML","Hawick and Hermitage"
"00QFMA","Clackmannanshire West"
"00QFMB","Clackmannanshire North"
"00QFMC","Clackmannanshire Central"
"00QFMD","Clackmannanshire South"
"00QFME","Clackmannanshire East"
"00QGMA","Lomond"
"00QGMB","Leven"
"00QGMC","Dumbarton"
"00QGMD","Kilpatrick"
"00QGME","Clydebank Central"
"00QGMF","Clydebank Waterfront"
"00QHMA","Stranraer and North Rhins"
"00QHMB","Wigtown West"
"00QHMC","Mid Galloway"
"00QHMD","Dee"
"00QHME","Castle Douglas and Glenkens"
"00QHMF","Abbey"
"00QHMG","North West Dumfries"
"00QHMH","Mid and Upper Nithsdale"
"00QHMJ","Lochar"
"00QHMK","Nith"
"00QHML","Annandale South"
"00QHMM","Annandale North"
"00QHMN","Annandale East and Eskdale"
"00QJMA","Strathmartine"
"00QJMB","Lochee"
"00QJMC","West End"
"00QJMD","Coldside"
"00QJME","Maryfield"
"00QJMF","North East"
"00QJMG","East End"
"00QJMH","The Ferry"
"00QKMA","Annick"
"00QKMB","Kilmarnock North"
"00QKMC","Kilmarnock West and Crosshouse"
"00QKMD","Kilmarnock East and Hurlford"
"00QKME","Kilmarnock South"
"00QKMF","Irvine Valley"
"00QKMG","Ballochmyle"
"00QKMH","Cumnock and New Cumnock"
"00QKMJ","Doon Valley"
"00QLMA","Milngavie"
"00QLMB","Bearsden North"
"00QLMC","Bearsden South"
"00QLMD","Campsie and Kirkintilloch North"
"00QLME","Bishopbriggs North and Torrance"
"00QLMF","Bishopbriggs South"
"00QLMG","Lenzie and Kirkintilloch South"
"00QLMH","Kirkintilloch East and Twechar"
"00QMMA","Musselburgh West"
"00QMMB","Musselburgh East and Carberry"
"00QMMC","Preston/Seton/Gosford"
"00QMMD","Fa'side"
"00QMME","North Berwick Coastal"
"00QMMF","Haddington and Lammermuir"
"00QMMG","Dunbar and East Linton"
"00QNMA","Neilston, Uplawmoor and Newton Mearns North"
"00QNMB","Barrhead"
"00QNMC","Giffnock and Thornliebank"
"00QNMD","Netherlee, Stamperland and Williamwood"
"00QNME","Newton Mearns South"
"00QNMF","Busby, Clarkston and Eaglesham"
"00QPMA","Almond"
"00QPMB","Pentland Hills"
"00QPMC","Drum Brae/Gyle"
"00QPMD","Forth"
"00QPME","Inverleith"
"00QPMF","Corstorphine/Murrayfield"
"00QPMG","Sighthill/Gorgie"
"00QPMH","Colinton/Fairmilehead"
"00QPMJ","Fountainbridge/Craiglockhart"
"00QPMK","Meadows/Morningside"
"00QPML","City Centre"
"00QPMM","Leith Walk"
"00QPMN","Leith"
"00QPMP","Craigentinny/Duddingston"
"00QPMQ","Southside/Newington"
"00QPMR","Liberton/Gilmerton"
"00QPMS","Portobello/Craigmillar"
"00QQMA","Bo'ness and Blackness"
"00QQMB","Grangemouth"
"00QQMC","Denny and Banknock"
"00QQMD","Carse, Kinnaird and Tryst"
"00QQME","Bonnybridge and Larbert"
"00QQMF","Falkirk North"
"00QQMG","Falkirk South"
"00QQMH","Lower Braes"
"00QQMJ","Upper Braes"
"00QRMA","West Fife and Coastal Villages"
"00QRMB","Dunfermline North"
"00QRMC","Dunfermline Central"
"00QRMD","Dunfermline South"
"00QRME","Rosyth"
"00QRMF","Inverkeithing and Dalgety Bay"
"00QRMG","The Lochs"
"00QRMH","Cowdenbeath"
"00QRMJ","Lochgelly and Cardenden"
"00QRMK","Burntisland, Kinghorn and Western Kirkcaldy"
"00QRML","Kirkcaldy North"
"00QRMM","Kirkcaldy Central"
"00QRMN","Kirkcaldy East"
"00QRMP","Glenrothes West and Kinglassie"
"00QRMQ","Glenrothes North, Leslie and Markinch"
"00QRMR","Glenrothes Central and Thornton"
"00QRMS","Howe of Fife and Tay Coast"
"00QRMT","Tay Bridgehead"
"00QRMU","St Andrews"
"00QRMW","East Neuk and Landward"
"00QRMX","Cupar"
"00QRMY","Leven, Kennoway and Largo"
"00QRMZ","Buckhaven, Methil and Wemyss Villages"
"00QSMA","Linn"
"00QSMB","Newlands/Auldburn"
"00QSMC","Greater Pollok"
"00QSMD","Craigton"
"00QSME","Govan"
"00QSMF","Pollokshields"
"00QSMG","Langside"
"00QSMH","Southside Central"
"00QSMJ","Calton"
"00QSMK","Anderston/City"
"00QSML","Hillhead"
"00QSMM","Partick West"
"00QSMN","Garscadden/Scotstounhill"
"00QSMP","Drumchapel/Anniesland"
"00QSMQ","Maryhill/Kelvin"
"00QSMR","Canal"
"00QSMS","Springburn"
"00QSMT","East Centre"
"00QSMU","Shettleston"
"00QSMW","Baillieston"
"00QSMX","North East"
"00QTMA","North, West and Central Sutherland"
"00QTMB","Thurso"
"00QTMC","Wick"
"00QTMD","Landward Caithness"
"00QTME","East Sutherland and Edderton"
"00QTMF","Wester Ross, Strathpeffer and Lochalsh"
"00QTMG","Cromarty Firth"
"00QTMH","Tain and Easter Ross"
"00QTMJ","Dingwall and Seaforth"
"00QTMK","Black Isle"
"00QTML","Eilean a'Chäo"
"00QTMM","Caol and Mallaig"
"00QTMN","Aird and Loch Ness"
"00QTMP","Inverness West"
"00QTMQ","Inverness Central"
"00QTMR","Inverness Ness-Side"
"00QTMS","Inverness Millburn"
"00QTMT","Culloden and Ardersier"
"00QTMU","Nairn"
"00QTMW","Inverness South"
"00QTMX","Badenoch and Strathspey"
"00QTMY","Fort William and Ardnamurchan"
"00QUMA","Inverclyde East"
"00QUMB","Inverclyde East Central"
"00QUMC","Inverclyde North"
"00QUMD","Inverclyde South"
"00QUME","Inverclyde West"
"00QUMF","Inverclyde South West"
"00QWMA","Penicuik"
"00QWMB","Bonnyrigg"
"00QWMC","Dalkeith"
"00QWMD","Midlothian West"
"00QWME","Midlothian East"
"00QWMF","Midlothian South"
"00QXMA","Speyside Glenlivet"
"00QXMB","Keith and Cullen"
"00QXMC","Buckie"
"00QXMD","Fochabers Lhanbryde"
"00QXME","Heldon and Laich"
"00QXMF","Elgin City North"
"00QXMG","Elgin City South"
"00QXMH","Forres"
"00QYMA","Irvine West"
"00QYMB","Irvine East"
"00QYMC","Kilwinning"
"00QYMD","Saltcoats and Stevenston"
"00QYME","Ardrossan and Arran"
"00QYMF","Dalry and West Kilbride"
"00QYMG","Kilbirnie and Beith"
"00QYMH","North Coast and Cumbraes"
"00QZMA","Kilsyth"
"00QZMB","Cumbernauld North"
"00QZMC","Cumbernauld South"
"00QZMD","Abronhill, Kildrum and the Village"
"00QZME","Strathkelvin"
"00QZMF","Coatbridge North and Glenboig"
"00QZMG","Airdrie North"
"00QZMH","Airdrie Central"
"00QZMJ","Coatbridge West"
"00QZMK","Coatbridge South"
"00QZML","Airdrie South"
"00QZMM","Fortissat"
"00QZMN","Thorniewood"
"00QZMP","Bellshill"
"00QZMQ","Mossend and Holytown"
"00QZMR","Motherwell West"
"00QZMS","Motherwell North"
"00QZMT","Motherwell South East and Ravenscraig"
"00QZMU","Murdostoun"
"00QZMW","Wishaw"
"00RAMA","Kirkwall East"
"00RAMB","Kirkwall West and Orphir"
"00RAMC","Stromness and South Isles"
"00RAMD","West Mainland"
"00RAME","East Mainland, South Ronaldsay and Burray"
"00RAMF","North Isles"
"00RBMA","Carse of Gowrie"
"00RBMB","Strathmore"
"00RBMC","Blairgowrie and Glens"
"00RBMD","Highland"
"00RBME","Strathtay"
"00RBMF","Strathearn"
"00RBMG","Strathallan"
"00RBMH","Kinross-shire"
"00RBMJ","Almond and Earn"
"00RBMK","Perth City South"
"00RBML","Perth City North"
"00RBMM","Perth City Centre"
"00RCMA","Renfrew North"
"00RCMB","Renfrew South & Gallowhill"
"00RCMC","Paisley East & Ralston"
"00RCMD","Paisley North West"
"00RCME","Paisley South"
"00RCMF","Paisley South West"
"00RCMG","Johnstone South, Elderslie & Howwood"
"00RCMH","Johnstone North, Kilbarchan & Lochwinnoch"
"00RCMJ","Houston, Crosslee & Linwood"
"00RCMK","Bishopton, Bridge of Weir & Langbank"
"00RCML","Erskine & Inchinnan"
"00RDMA","North Isles"
"00RDMB","Shetland North"
"00RDMC","Shetland West"
"00RDMD","Shetland Central"
"00RDME","Shetland South"
"00RDMF","Lerwick North"
"00RDMG","Lerwick South"
"00REMA","Troon"
"00REMB","Prestwick"
"00REMC","Ayr North"
"00REMD","Ayr East"
"00REME","Ayr West"
"00REMF","Kyle"
"00REMG","Maybole, North Carrick and Coylton"
"00REMH","Girvan and South Carrick"
"00RFMA","Clydesdale West"
"00RFMB","Clydesdale North"
"00RFMC","Clydesdale East"
"00RFMD","Clydesdale South"
"00RFME","Avondale and Stonehouse"
"00RFMF","East Kilbride South"
"00RFMG","East Kilbride Central South"
"00RFMH","East Kilbride Central North"
"00RFMJ","East Kilbride West"
"00RFMK","East Kilbride East"
"00RFML","Rutherglen South"
"00RFMM","Rutherglen Central and North"
"00RFMN","Cambuslang West"
"00RFMP","Cambuslang East"
"00RFMQ","Blantyre"
"00RFMR","Bothwell and Uddingston"
"00RFMS","Hamilton North and East"
"00RFMT","Hamilton West and Earnock"
"00RFMU","Hamilton South"
"00RFMW","Larkhall"
"00RGMA","Trossachs and Teith"
"00RGMB","Forth and Endrick"
"00RGMC","Dunblane and Bridge of Allan"
"00RGMD","Castle"
"00RGME","Stirling West"
"00RGMF","Stirling East"
"00RGMG","Bannockburn"
"00RHMA","Linlithgow"
"00RHMB","Broxburn, Uphall and Winchburgh"
"00RHMC","Livingston North"
"00RHMD","Livingston South"
"00RHME","East Livingston and East Calder"
"00RHMF","Fauldhouse and the Breich Valley"
"00RHMG","Whitburn and Blackburn"
"00RHMH","Bathgate"
"00RHMJ","Armadale and Blackridge"
"00RJMA","Barraigh, Bhatarsaigh, Eirisgeigh agus Uibhist a Deas"
"00RJMB","Beinn na Foghla agus Uibhist a Tuath"
"00RJMC","Na Hearadh agus Ceann a Deas nan Loch"
"00RJMD","Sgir'Uige agus Ceann a Tuath nan Loch"
"00RJME","Sgire an Rubha"
"00RJMF","Steïrnabhagh a Deas"
"00RJMG","Steïrnabhagh a Tuath"
"00RJMH","Loch a Tuath"
"00RJMJ","An Taobh Siar agus Nis"
"00AAFA","Aldersgate"
"00AAFB","Aldgate"
"00AAFC","Bassishaw"
"00AAFD","Billingsgate"
"00AAFE","Bishopsgate"
"00AAFF","Bread Street"
"00AAFG","Bridge"
"00AAFH","Broad Street"
"00AAFJ","Candlewick"
"00AAFK","Castle Baynard"
"00AAFL","Cheap"
"00AAFM","Coleman Street"
"00AAFN","Cordwainer"
"00AAFP","Cornhill"
"00AAFQ","Cripplegate"
"00AAFR","Dowgate"
"00AAFS","Farringdon Within"
"00AAFT","Farringdon Without"
"00AAFU","Langbourn"
"00AAFW","Lime Street"
"00AAFX","Portsoken"
"00AAFY","Queenhithe"
"00AAFZ","Tower"
"00AAGA","Vintry"
"00AAGB","Walbrook"
"00ABFX","Abbey"
"00ABFY","Alibon"
"00ABFZ","Becontree"
"00ABGA","Chadwell Heath"
"00ABGB","Eastbrook"
"00ABGC","Eastbury"
"00ABGD","Gascoigne"
"00ABGE","Goresbrook"
"00ABGF","Heath"
"00ABGG","Longbridge"
"00ABGH","Mayesbrook"
"00ABGJ","Parsloes"
"00ABGK","River"
"00ABGL","Thames"
"00ABGM","Valence"
"00ABGN","Village"
"00ABGP","Whalebone"
"00ACFX","Brunswick Park"
"00ACFY","Burnt Oak"
"00ACFZ","Childs Hill"
"00ACGA","Colindale"
"00ACGB","Coppetts"
"00ACGC","East Barnet"
"00ACGD","East Finchley"
"00ACGE","Edgware"
"00ACGF","Finchley Church End"
"00ACGG","Garden Suburb"
"00ACGH","Golders Green"
"00ACGJ","Hale"
"00ACGK","Hendon"
"00ACGL","High Barnet"
"00ACGM","Mill Hill"
"00ACGN","Oakleigh"
"00ACGP","Totteridge"
"00ACGQ","Underhill"
"00ACGR","West Finchley"
"00ACGS","West Hendon"
"00ACGT","Woodhouse"
"00ADGA","Barnehurst"
"00ADGB","Belvedere"
"00ADGC","Blackfen and Lamorbey"
"00ADGD","Blendon and Penhill"
"00ADGE","Brampton"
"00ADGF","Christchurch"
"00ADGG","Colyers"
"00ADGH","Crayford"
"00ADGJ","Cray Meadows"
"00ADGK","Danson Park"
"00ADGL","East Wickham"
"00ADGM","Erith"
"00ADGN","Falconwood and Welling"
"00ADGP","Lesnes Abbey"
"00ADGQ","Longlands"
"00ADGR","North End"
"00ADGS","Northumberland Heath"
"00ADGT","St Mary's"
"00ADGU","St Michael's"
"00ADGW","Sidcup"
"00ADGX","Thamesmead East"
"00AEGJ","Alperton"
"00AEGK","Barnhill"
"00AEGL","Brondesbury Park"
"00AEGM","Dollis Hill"
"00AEGN","Dudden Hill"
"00AEGP","Fryent"
"00AEGQ","Harlesden"
"00AEGR","Kensal Green"
"00AEGS","Kenton"
"00AEGT","Kilburn"
"00AEGU","Mapesbury"
"00AEGW","Northwick Park"
"00AEGX","Preston"
"00AEGY","Queens Park"
"00AEGZ","Queensbury"
"00AEHA","Stonebridge"
"00AEHB","Sudbury"
"00AEHC","Tokyngton"
"00AEHD","Welsh Harp"
"00AEHE","Wembley Central"
"00AEHF","Willesden Green"
"00AFGD","Bickley"
"00AFGE","Biggin Hill"
"00AFGF","Bromley Common and Keston"
"00AFGG","Bromley Town"
"00AFGH","Chelsfield and Pratts Bottom"
"00AFGJ","Chislehurst"
"00AFGK","Clock House"
"00AFGL","Copers Cope"
"00AFGM","Cray Valley East"
"00AFGN","Cray Valley West"
"00AFGP","Crystal Palace"
"00AFGQ","Darwin"
"00AFGR","Farnborough and Crofton"
"00AFGS","Hayes and Coney Hall"
"00AFGT","Kelsey and Eden Park"
"00AFGU","Mottingham and Chislehurst North"
"00AFGW","Orpington"
"00AFGX","Penge and Cator"
"00AFGY","Petts Wood and Knoll"
"00AFGZ","Plaistow and Sundridge"
"00AFHA","Shortlands"
"00AFHB","West Wickham"
"00AGGD","Belsize"
"00AGGE","Bloomsbury"
"00AGGF","Camden Town with Primrose Hill"
"00AGGG","Cantelowes"
"00AGGH","Fortune Green"
"00AGGJ","Frognal and Fitzjohns"
"00AGGK","Gospel Oak"
"00AGGL","Hampstead Town"
"00AGGM","Haverstock"
"00AGGN","Highgate"
"00AGGP","Holborn and Covent Garden"
"00AGGQ","Kentish Town"
"00AGGR","Kilburn"
"00AGGS","King's Cross"
"00AGGT","Regent's Park"
"00AGGU","St Pancras and Somers Town"
"00AGGW","Swiss Cottage"
"00AGGX","West Hampstead"
"00AHGE","Addiscombe"
"00AHGF","Ashburton"
"00AHGG","Bensham Manor"
"00AHGH","Broad Green"
"00AHGJ","Coulsdon East"
"00AHGK","Coulsdon West"
"00AHGL","Croham"
"00AHGM","Fairfield"
"00AHGN","Fieldway"
"00AHGP","Heathfield"
"00AHGQ","Kenley"
"00AHGR","New Addington"
"00AHGS","Norbury"
"00AHGT","Purley"
"00AHGU","Sanderstead"
"00AHGW","Selhurst"
"00AHGX","Selsdon and Ballards"
"00AHGY","Shirley"
"00AHGZ","South Norwood"
"00AHHA","Thornton Heath"
"00AHHB","Upper Norwood"
"00AHHC","Waddon"
"00AHHD","West Thornton"
"00AHHE","Woodside"
"00AJGC","Acton Central"
"00AJGD","Cleveland"
"00AJGE","Dormers Wells"
"00AJGF","Ealing Broadway"
"00AJGG","Ealing Common"
"00AJGH","East Acton"
"00AJGJ","Elthorne"
"00AJGK","Greenford Broadway"
"00AJGL","Greenford Green"
"00AJGM","Hanger Hill"
"00AJGN","Hobbayne"
"00AJGP","Lady Margaret"
"00AJGQ","Northfield"
"00AJGR","North Greenford"
"00AJGS","Northolt Mandeville"
"00AJGT","Northolt West End"
"00AJGU","Norwood Green"
"00AJGW","Perivale"
"00AJGX","South Acton"
"00AJGY","Southall Broadway"
"00AJGZ","Southall Green"
"00AJHA","Southfield"
"00AJHB","Walpole"
"00AKGL","Bowes"
"00AKGM","Bush Hill Park"
"00AKGN","Chase"
"00AKGP","Cockfosters"
"00AKGQ","Edmonton Green"
"00AKGR","Enfield Highway"
"00AKGS","Enfield Lock"
"00AKGT","Grange"
"00AKGU","Haselbury"
"00AKGW","Highlands"
"00AKGX","Jubilee"
"00AKGY","Lower Edmonton"
"00AKGZ","Palmers Green"
"00AKHA","Ponders End"
"00AKHB","Southbury"
"00AKHC","Southgate"
"00AKHD","Southgate Green"
"00AKHE","Town"
"00AKHF","Turkey Street"
"00AKHG","Upper Edmonton"
"00AKHH","Winchmore Hill"
"00ALGP","Abbey Wood"
"00ALGQ","Blackheath Westcombe"
"00ALGR","Charlton"
"00ALGS","Coldharbour and New Eltham"
"00ALGT","Eltham North"
"00ALGU","Eltham South"
"00ALGW","Eltham West"
"00ALGX","Glyndon"
"00ALGY","Greenwich West"
"00ALGZ","Kidbrooke with Hornfair"
"00ALHA","Middle Park and Sutcliffe"
"00ALHB","Peninsula"
"00ALHC","Plumstead"
"00ALHD","Shooters Hill"
"00ALHE","Thamesmead Moorings"
"00ALHF","Woolwich Common"
"00ALHG","Woolwich Riverside"
"00AMGA","Brownswood"
"00AMGB","Cazenove"
"00AMGC","Chatham"
"00AMGD","Clissold"
"00AMGE","Dalston"
"00AMGF","De Beauvoir"
"00AMGG","Hackney Central"
"00AMGH","Hackney Downs"
"00AMGJ","Haggerston"
"00AMGK","Hoxton"
"00AMGL","King's Park"
"00AMGM","Leabridge"
"00AMGN","Lordship"
"00AMGP","New River"
"00AMGQ","Queensbridge"
"00AMGR","Springfield"
"00AMGS","Stoke Newington Central"
"00AMGT","Victoria"
"00AMGU","Wick"
"00ANGA","Addison"
"00ANGB","Askew"
"00ANGC","Avonmore and Brook Green"
"00ANGD","College Park and Old Oak"
"00ANGE","Fulham Broadway"
"00ANGF","Fulham Reach"
"00ANGG","Hammersmith Broadway"
"00ANGH","Munster"
"00ANGJ","North End"
"00ANGK","Palace Riverside"
"00ANGL","Parsons Green and Walham"
"00ANGM","Ravenscourt Park"
"00ANGN","Sands End"
"00ANGP","Shepherd's Bush Green"
"00ANGQ","Town"
"00ANGR","Wormholt and White City"
"00APGA","Alexandra"
"00APGB","Bounds Green"
"00APGC","Bruce Grove"
"00APGD","Crouch End"
"00APGE","Fortis Green"
"00APGF","Harringay"
"00APGG","Highgate"
"00APGH","Hornsey"
"00APGJ","Muswell Hill"
"00APGK","Noel Park"
"00APGL","Northumberland Park"
"00APGM","St Ann's"
"00APGN","Seven Sisters"
"00APGP","Stroud Green"
"00APGQ","Tottenham Green"
"00APGR","Tottenham Hale"
"00APGS","West Green"
"00APGT","White Hart Lane"
"00APGU","Woodside"
"00AQFY","Belmont"
"00AQFZ","Canons"
"00AQGA","Edgware"
"00AQGB","Greenhill"
"00AQGC","Harrow on the Hill"
"00AQGD","Harrow Weald"
"00AQGE","Hatch End"
"00AQGF","Headstone North"
"00AQGG","Headstone South"
"00AQGH","Kenton East"
"00AQGJ","Kenton West"
"00AQGK","Marlborough"
"00AQGL","Pinner"
"00AQGM","Pinner South"
"00AQGN","Queensbury"
"00AQGP","Rayners Lane"
"00AQGQ","Roxbourne"
"00AQGR","Roxeth"
"00AQGS","Stanmore Park"
"00AQGT","Wealdstone"
"00AQGU","West Harrow"
"00ARGC","Brooklands"
"00ARGD","Cranham"
"00ARGE","Elm Park"
"00ARGF","Emerson Park"
"00ARGG","Gooshays"
"00ARGH","Hacton"
"00ARGJ","Harold Wood"
"00ARGK","Havering Park"
"00ARGL","Heaton"
"00ARGM","Hylands"
"00ARGN","Mawneys"
"00ARGP","Pettits"
"00ARGQ","Rainham and Wennington"
"00ARGR","Romford Town"
"00ARGS","St Andrew's"
"00ARGT","South Hornchurch"
"00ARGU","Squirrel's Heath"
"00ARGW","Upminster"
"00ASGG","Barnhill"
"00ASGH","Botwell"
"00ASGJ","Brunel"
"00ASGK","Cavendish"
"00ASGL","Charville"
"00ASGM","Eastcote and East Ruislip"
"00ASGN","Harefield"
"00ASGP","Heathrow Villages"
"00ASGQ","Hillingdon East"
"00ASGR","Ickenham"
"00ASGS","Manor"
"00ASGT","Northwood"
"00ASGU","Northwood Hills"
"00ASGW","Pinkwell"
"00ASGX","South Ruislip"
"00ASGY","Townfield"
"00ASGZ","Uxbridge North"
"00ASHA","Uxbridge South"
"00ASHB","West Drayton"
"00ASHC","West Ruislip"
"00ASHD","Yeading"
"00ASHE","Yiewsley"
"00ATFY","Bedfont"
"00ATFZ","Brentford"
"00ATGA","Chiswick Homefields"
"00ATGB","Chiswick Riverside"
"00ATGC","Cranford"
"00ATGD","Feltham North"
"00ATGE","Feltham West"
"00ATGF","Hanworth"
"00ATGG","Hanworth Park"
"00ATGH","Heston Central"
"00ATGJ","Heston East"
"00ATGK","Heston West"
"00ATGL","Hounslow Central"
"00ATGM","Hounslow Heath"
"00ATGN","Hounslow South"
"00ATGP","Hounslow West"
"00ATGQ","Isleworth"
"00ATGR","Osterley and Spring Grove"
"00ATGS","Syon"
"00ATGT","Turnham Green"
"00AUFX","Barnsbury"
"00AUFY","Bunhill"
"00AUFZ","Caledonian"
"00AUGA","Canonbury"
"00AUGB","Clerkenwell"
"00AUGC","Finsbury Park"
"00AUGD","Highbury East"
"00AUGE","Highbury West"
"00AUGF","Hillrise"
"00AUGG","Holloway"
"00AUGH","Junction"
"00AUGJ","Mildmay"
"00AUGK","St George's"
"00AUGL","St Mary's"
"00AUGM","St Peter's"
"00AUGN","Tollington"
"00AWFY","Abingdon"
"00AWFZ","Brompton"
"00AWGA","Campden"
"00AWGB","Colville"
"00AWGC","Courtfield"
"00AWGD","Cremorne"
"00AWGE","Earl's Court"
"00AWGF","Golborne"
"00AWGG","Hans Town"
"00AWGH","Holland"
"00AWGJ","Norland"
"00AWGK","Notting Barns"
"00AWGL","Pembridge"
"00AWGM","Queen's Gate"
"00AWGN","Redcliffe"
"00AWGP","Royal Hospital"
"00AWGQ","St Charles"
"00AWGR","Stanley"
"00AXFX","Alexandra"
"00AXFY","Berrylands"
"00AXFZ","Beverley"
"00AXGA","Canbury"
"00AXGB","Chessington North and Hook"
"00AXGC","Chessington South"
"00AXGD","Coombe Hill"
"00AXGE","Coombe Vale"
"00AXGF","Grove"
"00AXGG","Norbiton"
"00AXGH","Old Malden"
"00AXGJ","St James"
"00AXGK","St Mark's"
"00AXGL","Surbiton Hill"
"00AXGM","Tolworth and Hook Rise"
"00AXGN","Tudor"
"00AYFZ","Bishop's"
"00AYGA","Brixton Hill"
"00AYGB","Clapham Common"
"00AYGC","Clapham Town"
"00AYGD","Coldharbour"
"00AYGE","Ferndale"
"00AYGF","Gipsy Hill"
"00AYGG","Herne Hill"
"00AYGH","Knight's Hill"
"00AYGJ","Larkhall"
"00AYGK","Oval"
"00AYGL","Prince's"
"00AYGM","St Leonard's"
"00AYGN","Stockwell"
"00AYGP","Streatham Hill"
"00AYGQ","Streatham South"
"00AYGR","Streatham Wells"
"00AYGS","Thornton"
"00AYGT","Thurlow Park"
"00AYGU","Tulse Hill"
"00AYGW","Vassall"
"00AZGD","Bellingham"
"00AZGE","Blackheath"
"00AZGF","Brockley"
"00AZGG","Catford South"
"00AZGH","Crofton Park"
"00AZGJ","Downham"
"00AZGK","Evelyn"
"00AZGL","Forest Hill"
"00AZGM","Grove Park"
"00AZGN","Ladywell"
"00AZGP","Lee Green"
"00AZGQ","Lewisham Central"
"00AZGR","New Cross"
"00AZGS","Perry Vale"
"00AZGT","Rushey Green"
"00AZGU","Sydenham"
"00AZGW","Telegraph Hill"
"00AZGX","Whitefoot"
"00BAFX","Abbey"
"00BAFY","Cannon Hill"
"00BAFZ","Colliers Wood"
"00BAGA","Cricket Green"
"00BAGB","Dundonald"
"00BAGC","Figge's Marsh"
"00BAGD","Graveney"
"00BAGE","Hillside"
"00BAGF","Lavender Fields"
"00BAGG","Longthornton"
"00BAGH","Lower Morden"
"00BAGJ","Merton Park"
"00BAGK","Pollards Hill"
"00BAGL","Ravensbury"
"00BAGM","Raynes Park"
"00BAGN","St Helier"
"00BAGP","Trinity"
"00BAGQ","Village"
"00BAGR","West Barnes"
"00BAGS","Wimbledon Park"
"00BBGB","Beckton"
"00BBGC","Boleyn"
"00BBGD","Canning Town North"
"00BBGE","Canning Town South"
"00BBGF","Custom House"
"00BBGG","East Ham Central"
"00BBGH","East Ham North"
"00BBGJ","East Ham South"
"00BBGK","Forest Gate North"
"00BBGL","Forest Gate South"
"00BBGM","Green Street East"
"00BBGN","Green Street West"
"00BBGP","Little Ilford"
"00BBGQ","Manor Park"
"00BBGR","Plaistow North"
"00BBGS","Plaistow South"
"00BBGT","Royal Docks"
"00BBGU","Stratford and New Town"
"00BBGW","Wall End"
"00BBGX","West Ham"
"00BCFY","Aldborough"
"00BCFZ","Barkingside"
"00BCGA","Bridge"
"00BCGB","Chadwell"
"00BCGC","Church End"
"00BCGD","Clayhall"
"00BCGE","Clementswood"
"00BCGF","Cranbrook"
"00BCGG","Fairlop"
"00BCGH","Fullwell"
"00BCGJ","Goodmayes"
"00BCGK","Hainault"
"00BCGL","Loxford"
"00BCGM","Mayfield"
"00BCGN","Monkhams"
"00BCGP","Newbury"
"00BCGQ","Roding"
"00BCGR","Seven Kings"
"00BCGS","Snaresbrook"
"00BCGT","Valentines"
"00BCGU","Wanstead"
"00BDFW","Barnes"
"00BDFX","East Sheen"
"00BDFY","Fulwell and Hampton Hill"
"00BDFZ","Ham, Petersham and Richmond Riverside"
"00BDGA","Hampton"
"00BDGB","Hampton North"
"00BDGC","Hampton Wick"
"00BDGD","Heathfield"
"00BDGE","Kew"
"00BDGF","Mortlake and Barnes Common"
"00BDGG","North Richmond"
"00BDGH","St Margarets and North Twickenham"
"00BDGJ","South Richmond"
"00BDGK","South Twickenham"
"00BDGL","Teddington"
"00BDGM","Twickenham Riverside"
"00BDGN","West Twickenham"
"00BDGP","Whitton"
"00BEGC","Brunswick Park"
"00BEGD","Camberwell Green"
"00BEGE","Cathedrals"
"00BEGF","Chaucer"
"00BEGG","College"
"00BEGH","East Dulwich"
"00BEGJ","East Walworth"
"00BEGK","Faraday"
"00BEGL","Grange"
"00BEGM","Livesey"
"00BEGN","Newington"
"00BEGP","Nunhead"
"00BEGQ","Peckham"
"00BEGR","Peckham Rye"
"00BEGS","Riverside"
"00BEGT","Rotherhithe"
"00BEGU","South Bermondsey"
"00BEGW","South Camberwell"
"00BEGX","Surrey Docks"
"00BEGY","The Lane"
"00BEGZ","Village"
"00BFGC","Beddington North"
"00BFGD","Beddington South"
"00BFGE","Belmont"
"00BFGF","Carshalton Central"
"00BFGG","Carshalton South and Clockhouse"
"00BFGH","Cheam"
"00BFGJ","Nonsuch"
"00BFGK","St Helier"
"00BFGL","Stonecot"
"00BFGM","Sutton Central"
"00BFGN","Sutton North"
"00BFGP","Sutton South"
"00BFGQ","Sutton West"
"00BFGR","The Wrythe"
"00BFGS","Wallington North"
"00BFGT","Wallington South"
"00BFGU","Wandle Valley"
"00BFGW","Worcester Park"
"00BGFW","Bethnal Green North"
"00BGFX","Bethnal Green South"
"00BGFY","Blackwall and Cubitt Town"
"00BGFZ","Bow East"
"00BGGA","Bow West"
"00BGGB","Bromley-by-Bow"
"00BGGC","East India and Lansbury"
"00BGGD","Limehouse"
"00BGGE","Mile End and Globe Town"
"00BGGF","Mile End East"
"00BGGG","Millwall"
"00BGGH","St Dunstan's and Stepney Green"
"00BGGJ","St Katharine's and Wapping"
"00BGGK","Shadwell"
"00BGGL","Spitalfields and Banglatown"
"00BGGM","Weavers"
"00BGGN","Whitechapel"
"00BHFX","Cann Hall"
"00BHFY","Cathall"
"00BHFZ","Chapel End"
"00BHGA","Chingford Green"
"00BHGB","Endlebury"
"00BHGC","Forest"
"00BHGD","Grove Green"
"00BHGE","Hale End and Highams Park"
"00BHGF","Hatch Lane"
"00BHGG","High Street"
